Date Kog.,Sample Year,Cumulative CPUE,Species,SpeciesRun,Run,Project
08/28,2016,1756.013,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2016,1766.782,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2016,1769.94,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2016,1785.73,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2016,1795.73,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2016,1800.345,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2016,1817.432,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2016,1822.138,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2016,1823.929,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2016,1868.14,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2016,1892.614,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2016,1914.719,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2016,1918.666,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2016,1926.561,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2015,0,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2015,14.907,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2015,68.155,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2015,98.062,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2015,105.754,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2015,107.263,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2015,111.938,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2015,111.938,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2015,125.313,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2015,129.028,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2015,130.528,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2015,139.238,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2015,177.988,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2015,221.963,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2015,269.963,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2015,270.701,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2015,317.336,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2015,405.757,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2015,426.183,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2015,443.638,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2015,446.638,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2015,450.689,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2015,458.991,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2015,464.225,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2015,466.036,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2015,536.624,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2015,631.189,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2015,671.437,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2015,732.832,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2015,755.192,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2015,763.365,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2015,765.636,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2015,765.636,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2015,768.617,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2015,899.743,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2015,946.328,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2015,951.578,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2015,990.981,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2015,1008.65,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2015,1011.559,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2015,1181.059,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2015,1190.533,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2015,1213.318,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2015,1219.985,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2015,1232.293,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2015,1235.536,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2015,1253.754,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2015,1259.908,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2015,1261.446,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2015,1266.831,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2015,1276.062,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2015,1278.113,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2015,1278.882,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2015,1280.42,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2015,1289.651,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2015,1304.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2015,1307.297,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/11,2015,1310.374,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/12,2015,1313.451,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/13,2015,1313.451,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/14,2015,1313.451,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/15,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/16,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/17,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/18,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/19,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/20,2015,1314.22,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2014,115.11,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2014,221.589,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2014,249.602,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2014,264.792,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2014,339.509,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2014,389.417,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2014,481.16,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2014,514.776,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2014,533.837,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2014,553.337,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2014,570.152,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2014,573.239,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2014,582.59,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2014,600.934,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2014,604.092,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2014,604.092,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2014,730.115,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2014,797.922,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2014,807.554,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2014,809.107,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2014,813.579,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2014,817.413,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2014,818.175,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2014,819.699,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2014,819.699,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2014,821.942,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2014,821.942,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2014,822.685,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2014,1064.637,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2014,1078.137,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2014,1079.6,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2014,1119.312,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2014,1136.616,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2014,1397.847,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2014,1497.565,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2014,1512.38,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2014,1513.843,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2014,1518.247,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2014,1525.609,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2014,1529.394,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2014,1643.975,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2014,1725.514,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2014,1768.423,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2014,1771.214,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2014,1778.906,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2014,1788.078,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2014,1793.445,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2014,1803.669,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2014,1813.669,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2014,1821.698,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2014,1822.47,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2014,1825.547,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2014,1836.316,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2014,1836.316,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2014,1836.316,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2014,1837.085,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2014,1837.085,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/11,2014,1838.623,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/12,2014,1838.623,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/13,2014,1840.137,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/14,2014,1843.214,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/15,2014,1844.752,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/16,2014,1845.521,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/17,2014,1845.521,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/18,2014,1848.598,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/19,2014,1848.598,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/20,2014,1848.598,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2013,33.354,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2013,62.904,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2013,68.584,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2013,69.351,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2013,113.523,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2013,145.179,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2013,185.179,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2013,250.024,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2013,344,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2013,359.484,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2013,360.209,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2013,360.901,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2013,398.105,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2013,529.426,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2013,558.768,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2013,561.068,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2013,561.068,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2013,561.784,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2013,562.52,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2013,563.988,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2013,662.717,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2013,666.455,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2013,694.091,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2013,760.837,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2013,767.545,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2013,769.04,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2013,769.04,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2013,1033.388,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2013,1047.89,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2013,1049.459,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2013,1050.968,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2013,1278.778,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2013,1348.808,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2013,1550.178,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2013,1668.511,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2013,1741.923,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2013,1762.473,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2013,1768.399,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2013,1847.738,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2013,1879.596,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2013,1913.771,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2013,1919.661,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2013,1922.68,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2013,1928.047,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2013,1929.585,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2013,1944.92,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2013,1947.997,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2013,1961.843,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2013,1967.997,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2013,1973.913,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2013,1977.625,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2013,1979.134,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2013,1989.102,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2013,1994.162,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2013,1995.686,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2013,2001.071,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2013,2001.071,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/11,2013,2002.609,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/12,2013,2003.378,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/13,2013,2003.378,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/14,2013,2003.378,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/15,2013,2003.378,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/16,2013,2004.916,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/17,2013,2009.019,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/18,2013,2009.019,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/19,2013,2009.019,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/20,2013,2009.019,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2012,28.421,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2012,153.44,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2012,229.631,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2012,357.184,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2012,380.041,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2012,384.642,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2012,402.586,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2012,429.418,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2012,436.57,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2012,486.57,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2012,596.792,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2012,651.233,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2012,679.208,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2012,686.327,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2012,686.327,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2012,780.026,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2012,809.564,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2012,823.682,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2012,830.369,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2012,928.73,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2012,1119.016,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2012,1128.188,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2012,1137.216,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2012,1172.553,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2012,1204.834,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2012,1205.606,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2012,1206.368,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2012,1207.863,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2012,1217.149,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2012,1219.406,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2012,1220.94,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2012,1521.3,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2012,1673.681,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2012,1708.91,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2012,1747.877,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2012,1775.182,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2012,1777.941,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2012,1792.941,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2012,1802.231,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2012,1804.528,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2012,1809.203,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2012,1813.833,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2012,1821.062,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2012,1845.289,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2012,1874.899,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2012,1893.43,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2012,1905.118,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2012,1950.688,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2012,1957.523,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2012,1987.015,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2012,1996.129,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2012,1997.648,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2012,2001.445,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2012,2002.964,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2012,2004.986,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2012,2005.66,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2012,2006.334,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/11,2012,2008.452,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/12,2012,2010.372,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/13,2012,2011.08,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/14,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/15,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/16,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/17,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/18,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/19,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/20,2012,2012.492,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2011,17.196,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2011,98.777,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2011,141.891,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2011,162.553,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2011,167.228,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2011,168.776,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2011,168.776,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2011,168.776,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2011,174.93,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2011,174.93,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2011,204.54,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2011,217.915,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2011,288.234,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2011,370.893,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2011,596.776,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2011,717.857,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2011,779.171,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2011,801.956,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2011,813.906,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2011,834.98,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2011,904.01,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2011,965.724,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2011,1020.879,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2011,1029.606,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2011,1048.298,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2011,1055.357,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2011,1056.857,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2011,1077.989,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2011,1151.835,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2011,1224.124,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2011,1355.766,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2011,1360.352,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2011,1365.586,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2011,1368.586,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2011,1414.684,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2011,1599.698,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2011,1839.698,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2011,1867.673,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2011,1875.746,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2011,1883.063,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2011,1900.329,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2011,1909.071,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2011,1915.577,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2011,1923.172,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2011,1935.922,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
